"text","label"
"아니, 난 관심 없어.","1"
"너, 아니, 왜 나한테만 그래?","1"
"아니, 그건 아니지.","1"
"이건, 아니, 도저히 못 참겠다.","1"
"아니, 난 모르는 일이야.","1"
"너, 아니, 지금 나 협박하는 거야?","1"
"아니, 난 안 가.","1"
"이건, 아니, 네가 말한 거랑 다르잖아.","1"
"아니, 난 네 편 아니야.","1"
"아니, 그만 좀 해, 지겨워.","1"
"너, 아니, 지금 어디야? (화남)","1"
"아니, 난 안 믿겨.","1"
"이건, 아니, 네가 할 말이 아니지.","1"
Setting: [Korean]
"아니, 난 그 사람 싫어.","1"
"너, 아니, 왜 그랬어?","1"
"아니, 그건 내 잘못 아니야.","1"
"이건, 아니, 불공평해.","1"
"아니, 난 용서 못 해.","1"
"아니, 난 안 해.","1"
"아니, 지금 이게 뭐 하는 짓이야?","1"
"아니, 이거 진짜 대박이다.","0"
"너, 아니, 완전 내 스타일이야.","0"
"아니, 그냥 한번 물어본 거야.","0"
"이거, 아니, 네가 좋아하는 거잖아.","0"
"아니, 웬일로 네가 밥을 다 사?","0"
"너, 아니, 혹시 내일 바빠?","0"
"아니, 그냥, 고맙다는 말 하고 싶었어.","0"
"이 영화, 아니, 두 번 봐도 재밌어.","0"
"아니, 그래서, 우리 언제 출발해?","0"
"너, 아니, 정말 많이 컸다.","0"
"아니, 그냥, 네가 생각나서 전화했어.","0"
"이거, 아니, 내가 딱 찾던 거야.","0"
"아니, 넌 어쩜 이렇게 피부가 좋아?","0"
"너, 아니, 혹시 뭐 좋은 일 있어?","0"
"아니, 그냥, 이리 와 봐.","0"
"이 식당, 아니, 정말 괜찮은데?","0"
"아니, 그래서, 나 어때 보여?","0"
"너, 아니, 진짜 잘생겼다.","0"
"아니, 그냥, 궁금해서.","0"
"이거, 아니, 너무 귀여운 거 아니야?","0"
"아니, 그냥, 한번 해 본 말이야.","0"
"너, 아니, 요즘 왜 이렇게 예뻐?","0"
"아니, 그냥, 네가 좋아서.","0"
"이 커피, 아니, 진짜 맛있다.","0"
"아니, 그래서, 주말에 뭐 할 거야?","0"
"너, 아니, 정말 고생 많았어.","0"
"아니, 그냥, 같이 있고 싶어서.","0"
"이거, 아니, 너한테 잘 어울리겠다.","0"
"아니, 웬일이야, 네가 웬일이야.","0"
"너, 아니, 혹시 이거 알아?","0"
"아니, 그냥, 별거 아니야.","0"
"이 노래, 아니, 들을수록 좋네.","0"
"아니, 그래서, 밥은 먹었어?","0"
"너, 아니, 정말 착하다.","0"
"아니, 그냥, 한번 와 봤어.","0"
"이거, 아니, 네가 한 거야? (감탄)","0"
"아니, 그냥, 네가 보고 싶어서.","0"
"이 옷, 아니, 너한테 딱이다.","0"
"아니, 그래서, 내일 만나자고?","0"
"너, 아니, 진짜 똑똑하다.","0"
"아니, 그냥, 물어본 거야.","0"
"이거, 아니, 완전 득템했네.","0"
"아니, 웬일로 네가 연락을 다 했어?","0"
"너, 아니, 혹시 나 좋아해?","0"
"아니, 그냥, 고마워서.","0"
"이 장소, 아니, 너무 낭만적이다.","0"
"아니, 그래서, 내일 10시?","0"
"너, 아니, 정말 괜찮은 사람이야.","0"
"아니, 그냥, 한번 불러봤어.","0"
"이거, 아니, 진짜 최고다.","0"
"아니, 난 그거 반대야.","1"
"너, 아니, 지금 나한테 따지는 거야?","1"
"아니, 그건 네가 오해한 거야.","1"
"이거, 아니, 내가 주문한 게 아니잖아.","1"
"아니, 넌 왜 맨날 그 모양이니?","1"
"너, 아니, 진짜 이럴 거야?","1"
"아니, 난 그런 말 한 적 없어.","1"
"이건, 아니, 공평하지 않아.","1"
"아니, 그래서, 나보고 어쩌라고?","1"
"너, 아니, 왜 내 말을 안 들어?","1"
"아니, 난 네가 싫어.","1"
"이거, 아니, 네가 먹으면 안 돼.","1"
"아니, 넌 왜 맨날 늦어?","1"
"너, 아니, 지금 나랑 싸우자는 거야?","1"
"아니, 난 그렇게 못해.","1"
"이건, 아니, 내가 생각했던 거랑 달라.","1"
"아니, 넌 왜 맨날 나만 갖고 그래?","1"
"너, 아니, 진짜 실망이다.","1"
"아니, 난 안 갈 거야.","1"
"이거, 아니, 네가 치워야지.","1"
"아니, 넌 왜 맨날 거짓말해?","1"
"너, 아니, 지금 나한테 화내는 거니?","1"
"아니, 난 그 사람 안 만나.","1"
"이건, 아니, 네가 할 소리가 아니지.","1"
"아니, 넌 왜 맨날 내 탓만 해?","1"
"너, 아니, 진짜 너무한 거 아니야?","1"
"아니, 난 네 도움이 필요 없어.","1"
"이건, 아니, 네가 잘못했잖아.","1"
"아니, 넌 왜 맨날 그따위야?","1"
"너, 아니, 지금 나 비웃는 거야?","1"
"아니, 난 네가 이해 안 가.","1"
"이건, 아니, 내가 원하던 결과가 아니야.","1"
"아니, 넌 왜 맨날 남의 얘기만 해?","1"
"너, 아니, 진짜 지긋지긋하다.","1"
"아니, 난 너랑 말 안 해.","1"
"이건, 아니, 네가 먹을 게 아니야.","1"
"아니, 넌 왜 맨날 나한테만 이래?","1"
"너, 아니, 지금 나한테 명령하는 거야?","1"
"아니, 난 네가 싫다고.","1"
"이건, 아니, 네가 상관할 바 아니야.","1"
"아니, 넌 왜 맨날 나를 못살게 굴어?","1"
"너, 아니, 진짜 답답하다.","1"
"아니, 난 너랑 가기 싫어.","1"
"이건, 아니, 네가 만질 게 아니야.","1"
"아니, 넌 왜 맨날 나를 의심해?","1"
"너, 아니, 진짜 이기적이다.","1"
"아니, 난 너한테 할 말 없어.","1"
"이건, 아니, 네가 입을 옷이 아니야.","1"
"아니, 넌 왜 맨날 나를 무시해?","1"
"너, 아니, 진짜 최악이다.","1"
"아니, 이거 진짜 맛있는데?","0"
"너, 아니, 이런 걸 언제 다 준비했어?","0"
"아니, 그냥, 네가 생각나서.","0"
"이거, 아니, 내가 제일 좋아하는 거야.","0"
"아니, 웬일로 네가 나를 다 칭찬해?","0"
"너, 아니, 혹시 내일 시간 있어?","0"
"아니, 그냥, 한번 불러봤어.","0"
"이 노래, 아니, 정말 좋지 않아?","0"
"아니, 그래서, 우리 언제 만나?","0"
"너, 아니, 진짜 많이 컸네.","0"
"아니, 그냥, 궁금해서 물어봤어.","0"
"이거, 아니, 네가 찾던 거 아니야?","0"
"아니, 넌 어쩜 이렇게 말을 예쁘게 해?","0"
"너, 아니, 혹시 뭐 잃어버렸어? (관심)","0"
"아니, 그냥, 이쪽으로 와 봐.","0"
"이 카페, 아니, 분위기 정말 좋다.","0"
"아니, 그래서, 나 어때? (기대)","0"
"너, 아니, 진짜 잘생겼는데?","0"
"아니, 그냥, 별일 아니야.","0"
"이거, 아니, 너무 귀여워서 어떡해.","0"
"아니, 그냥, 한번 해 본 소리야.","0"
"너, 아니, 요즘 무슨 일 있어? (걱정)","0"
"아니, 그냥, 네가 좋으니까.","0"
"이 커피, 아니, 향이 정말 진하다.","0"
"아니, 그래서, 주말에 뭐 할 건데?","0"
"너, 아니, 정말 고생 많았어. (위로)","0"
"아니, 그냥, 같이 있고 싶어서.","0"
"이거, 아니, 너한테 주려고.","0"
"아니, 웬일이야, 네가 다?","0"
"너, 아니, 혹시 이거 알아? (호기심)","0"
"아니, 그냥, 별거 아니야. (겸손)","0"
"이 노래, 아니, 들을수록 빠져드네.","0"
"아니, 그래서, 밥은 먹었냐고.","0"
"너, 아니, 정말 착한 것 같아.","0"
"아니, 그냥, 지나가다 들렀어.","0"
"이거, 아니, 네가 만든 거라고? (놀람)","0"
"아니, 그냥, 네가 보고 싶어서.","0"
"이 옷, 아니, 너한테 완전 잘 어울려.","0"
"아니, 그래서, 내일 10시에 만나는 거지?","0"
"너, 아니, 진짜 똑똑한 거 아니야?","0"
"아니, 그냥, 물어본 거야. (머쓱)","0"
"이거, 아니, 완전 싸게 샀어.","0"
"아니, 웬일로 네가 먼저 연락했어?","0"
"너, 아니, 혹시 나 기다렸어?","0"
"아니, 그냥, 고맙다고 말하고 싶어서.","0"
"이 장소, 아니, 너무 예쁘다.","0"
"아니, 그래서, 내일 뭐 입고 와?","0"
"너, 아니, 정말 괜찮은 사람이야. (인정)","0"
"아니, 그냥, 한번 불러봤어. (장난)","0"
"이거, 아니, 진짜 최고야. (감탄)","0"
"아니, 난 그거 절대 못 해.","1"
"너, 아니, 지금 나한테 반말하는 거야?","1"
"아니, 그건 네가 잘못 생각한 거야.","1"
"이거, 아니, 내가 시킨 거랑 다르잖아.","1"
"아니, 넌 왜 맨날 그 모양이야? (비난)","1"
"너, 아니, 진짜 이렇게까지 할 거야?","1"
"아니, 난 그런 말 한 적 없다고.","1"
"이건, 아니, 공정하지 못해.","1"
"아니, 그래서, 나한테 뭘 어쩌라고? (따짐)","1"
"너, 아니, 왜 내 말을 못 믿는 건데?","1"
"아니, 난 네가 정말 싫어.","1"
"이거, 아니, 네가 먹을 거 아니야.","1"
"아니, 넌 왜 맨날 약속을 어겨?","1"
"너, 아니, 지금 나랑 장난하자는 거야?","1"
"아니, 난 그렇게 못 하겠어.","1"
"이건, 아니, 내가 기대했던 게 아니야.","1"
"아니, 넌 왜 맨날 나한테만 이래?","1"
"너, 아니, 진짜 실망스럽다.","1"
"아니, 난 안 갈 거라고.","1"
"이거, 아니, 네가 어지른 거잖아.","1"
"아니, 넌 왜 맨날 거짓말만 해?","1"
"너, 아니, 지금 나한테 화내는 거야? (반감)","1"
"아니, 난 그 사람 다시 안 봐.","1"
"이건, 아니, 네가 할 말이 아니잖아.","1"
"아니, 넌 왜 맨날 내 탓을 해?","1"
"너, 아니, 진짜 너무한 거 아니냐고.","1"
"아니, 난 네 도움이 필요 없다고 했어.","1"
"이건, 아니, 명백히 네가 잘못한 거야.","1"
"아नी, 넌 왜 맨날 그따위로 말해?","1"
"너, 아니, 지금 나 비웃는 거냐?","1"
"아니, 난 네가 도저히 이해가 안 가.","1"
"이건, 아니, 내가 원하던 방식이 아니야.","1"
"아니, 넌 왜 맨날 남의 얘기만 그렇게 해?","1"
"너, 아니, 진짜 지긋지긋하다. (혐오)","1"
"아니, 난 너랑 더 이상 말 안 해.","1"
"이건, 아니, 네가 먹을 게 아니라고 했지.","1"
"아니, 넌 왜 맨날 나를 못살게 구는 거야?","1"
"너, 아니, 진짜 답답해서 못 살겠다.","1"
"아니, 난 너랑 같이 가기 싫어.","1"
"이건, 아니, 네가 만지면 안 되는 거야.","1"
"아니, 넌 왜 맨날 나를 의심하는 건데?","1"
"너, 아니, 진짜 이기적이네.","1"
"아니, 난 너한테 더 이상 할 말 없어.","1"
"이건, 아니, 네가 입을 옷이 아니라고.","1"
"아니, 넌 왜 맨날 나를 무시하는 거야?","1"
"너, 아니, 진짜 최악이야. (경멸)","1"
"아니, 난 너한테 안 가.","1"
"이건, 아니, 네가 상관할 일이 아니야.","1"
"아니, 이거 정말 대단한데요?","0"
"너, 아니, 이런 건 어디서 배웠어? (감탄)","0"
"아니, 그냥, 네가 웃는 게 보고 싶었어.","0"
"이거, 아니, 우리가 찾던 게 바로 이거야.","0"
"아니, 웬일로 네가 먼저 사과를 해?","0"
"너, 아니, 혹시 내일 한가해?","0"
"아니, 그냥, 한번 입어봤어.","0"
"이 음악, 아니, 정말 힐링된다.","0"
"아니, 그래서, 다음엔 어디 갈까?","0"
"너, 아니, 진짜 센스 있네.","0"
"아니, 그냥, 목소리가 듣고 싶었어.","0"
"이거, 아니, 네가 좋아하는 거 맞지?","0"
"아니, 넌 어쩜 이렇게 요리도 잘해?","0"
"너, 아니, 혹시 뭐 필요한 거 없어?","0"
"아니, 그냥, 이리 와서 앉아 봐.","0"
"이 동네, 아니, 정말 살기 좋은 것 같아.","0"
"아니, 그래서, 나 예뻐?","0"
"너, 아니, 진짜 훈훈하다.","0"
"아니, 그냥, 별일 없어.","0"
"이거, 아니, 너무 사랑스럽잖아.","0"
"아니, 그냥, 해 본 소리야. (농담)","0"
"너, 아니, 요즘 왜 이렇게 기운이 없어?","0"
"아니, 그냥, 네가 좋아서.","0"
"이 차, 아니, 향이 정말 좋다.","0"
"아니, 그래서, 주말 계획은 짰어?","0"
"너, 아니, 정말 수고 많았어.","0"
"아니, 그냥, 같이 있고 싶어서 그래.","0"
"이거, 아니, 너한테 정말 잘 어울릴 것 같아.","0"
"아니, 웬일이야, 네가 여기까지?","0"
"너, 아니, 혹시 이거 할 줄 알아?","0"
"아니, 그냥, 별거 아니야. (겸손)","0"
"이 영화, 아니, 볼수록 매력 있네.","0"
"아니, 그래서, 밥은 먹었냐는 거야.","0"
"너, 아니, 정말 착한 아이구나.","0"
"아니, 그냥, 지나가다가.","0"
"이거, 아니, 네가 직접 그린 거야?","0"
"아니, 그냥, 네가 보고 싶어서 왔지.","0"
"이 옷, 아니, 너를 위해 만든 것 같아.","0"
"아니, 그래서, 내일 10시 맞는 거지?","0"
"너, 아니, 진짜 천재 아니야?","0"
"아니, 그냥, 물어본 거야. (단순)","0"
"이거, 아니, 완전 이득 봤네.","0"
"아니, 웬일로 네가 먼저 전화를 다 했어?","0"
"너, 아니, 혹시 나 때문에 온 거야?","0"
"아니, 그냥, 고맙다는 말로는 부족해.","0"
"이 장소, 아니, 너무 아늑하고 좋다.","0"
"아니, 그래서, 내일 뭐 입을지 정했어?","0"
"너, 아니, 정말 좋은 사람인 것 같아.","0"
"아니, 그냥, 한번 불러봤어. (장난기)","0"
"이거, 아니, 진짜 최고라고.","0"
"아니, 난 그거 절대 용납 못 해.","1"
"너, 아니, 지금 나한테 시비 거는 거야?","1"
"아니, 그건 네가 완전히 잘못 안 거야.","1"
"이거, 아니, 내가 주문한 거랑 전혀 다르잖아.","1"
"아니, 넌 왜 맨날 그따위로 행동해?","1"
"너, 아니, 진짜 나한테 이럴 수 있어?","1"
"아니, 난 그런 약속 한 적 없어.","1"
"이건, 아니, 불공평하다고 생각해.","1"
"아니, 그래서, 나더러 어떡하라고?","1"
"너, 아니, 왜 내 말을 끝까지 안 들어?","1"
"아니, 난 네가 정말 싫어졌어.","1"
"이거, 아니, 네가 손대면 안 돼.","1"
"아니, 넌 왜 맨날 핑계만 대?","1"
"너, 아니, 지금 나랑 해 보자는 거야?","1"
"아니, 난 그렇게는 못 하겠어.","1"
"이건, 아니, 내가 원했던 그림이 아니야.","1"
"아니, 넌 왜 맨날 나한테만 그래? (불만)","1"
"너, 아니, 진짜 실망이 크다.","1"
"아니, 난 거기 절대 안 가.","1"
"이거, 아니, 네가 어지른 거 네가 치워.","1"
"아니, 넌 왜 맨날 거짓말을 입에 달고 살아?","1"
"너, 아니, 지금 나한테 소리 지르는 거야?","1"
"아니, 난 그 인간이랑 상종 안 해.","1"
"이건, 아니, 네가 끼어들 일이 아니야.","1"
"아니, 넌 왜 맨날 남의 탓만 해?","1"
"너, 아니, 진짜 너무한 거 아니냐?","1"
"아니, 난 네 도움 따위 필요 없다고.","1"
"이건, 아니, 명백히 네가 잘못한 거 맞잖아.","1"
"아니, 넌 왜 맨날 그런 식으로 말해?","1"
"너, 아니, 지금 나 비웃었어?","1"
"아니, 난 네가 하는 말 도저히 못 믿겠다.","1"
"이건, 아니, 내가 원하던 방식이 아니라고.","1"
"아니, 넌 왜 맨날 딴소리야?","1"
"너, 아니, 진짜 지긋지긋해.","1"
"아니, 난 너랑 더 이상 할 말 없어.","1"
"이건, 아니, 네가 먹을 게 아니라고.","1"
"아니, 넌 왜 맨날 나를 괴롭혀?","1"
"너, 아니, 진짜 답답해서 말이 안 나온다.","1"
"아니, 난 너랑 같이 가기 싫다고.","1"
"이건, 아니, 네가 함부로 만질 게 아니야.","1"
"아니, 넌 왜 맨날 나를 못 믿어?","1"
"너, 아니, 진짜 이기적이구나.","1"
"아니, 난 너한테 사과할 생각 없어.","1"
"이건, 아니, 네가 입을 만한 옷이 아니야.","1"
"아니, 넌 왜 맨날 나를 무시해? (분노)","1"
"너, 아니, 진짜 최악인 거 알아?","1"
"아니, 난 너한테 안 간다고 했어.","1"
"이건, 아니, 네가 참견할 문제가 아니야.","1"
"아니, 이거 진짜 명작이다.","0"
"너, 아니, 이런 건 또 언제 배웠대?","0"
"아니, 그냥, 네가 웃는 게 좋아서.","0"
"이거, 아니, 우리가 딱 원하던 거잖아.","0"
"아니, 웬일로 네가 아침부터 깨어있어?","0"
"너, 아니, 혹시 주말에 약속 있어?","0"
"아니, 그냥, 한번 입어본 거야.","0"
"이 음악, 아니, 정말 마음이 편안해져.","0"
"아니, 그래서, 다음엔 뭐 먹을까?","0"
"너, 아니, 진짜 센스 넘친다.","0"
"아니, 그냥, 목소리 듣고 싶어서 전화했지.","0"
"이거, 아니, 네가 좋아할 것 같아서.","0"
"아니, 넌 어쩜 이렇게 글씨도 잘 써?","0"
"너, 아니, 혹시 뭐 곤란한 일 있어?","0"
"아니, 그냥, 이리 와서 같이 보자.","0"
"이 동네, 아니, 정말 조용하고 좋다.","0"
"아니, 그래서, 나 머리 자른 거 어때?","0"
"너, 아니, 진짜 볼수록 매력 있어.","0"
"아니, 그냥, 별일 없었어.","0"
"이거, 아니, 너무 귀여워서 미치겠네.","0"
"아니, 그냥, 해 본 말인데. (농담)","0"
"너, 아니, 요즘 안색이 안 좋아 보여.","0"
"아니, 그냥, 네가 좋으니까 그렇지.","0"
"이 차, 아니, 향이 정말 독특하다.","0"
"아니, 그래서, 주말에 영화 볼까?","0"
"너, 아니, 정말 수고 많았다, 오늘.","0"
"아니, 그냥, 같이 있고 싶어서. (수줍음)","0"
"이거, 아니, 너한테 정말 잘 어울릴 거야.","0"
"아니, 웬일이야, 네가 여기까지 웬일이야.","0"
"너, 아니, 혹시 이거 푸는 법 알아?","0"
"아니, 그냥, 별거 아니에요. (겸양)","0"
"이 영화, 아니, 볼수록 감동적이네.","0"
"아니, 그래서, 밥은 먹고 다니는 거야?","0"
"너, 아니, 정말 착한 것 같아, 넌.","0"
"아니, 그냥, 근처에 볼일이 있어서.","0"
"이거, 아니, 네가 직접 만든 거라고? (놀람)","0"
"아니, 그냥, 네가 보고 싶어서 왔어.","0"
"이 옷, 아니, 너 입으라고 만든 것 같네.","0"
"아니, 그래서, 내일 10시? (확인)","0"
"너, 아니, 진짜 천재적인데?","0"
"아니, 그냥, 물어본 거야. (호기심)","0"
"이거, 아니, 완전 싸게 잘 샀다.","0"
"아니, 웬일로 네가 먼저 연락을 다 하고.","0"
"너, 아니, 혹시 나 보러 온 거야?","0"
"아니, 그냥, 고맙다는 말로는 부족할 것 같아.","0"
"이 장소, 아니, 너무 분위기 있다.","0"
"아니, 그래서, 내일 뭐 입고 올 거야?","0"
"너, 아니, 정말 좋은 친구인 것 같아.","0"
"아니, 그냥, 한번 불러봤어. (친근)","0"
"이거, 아니, 진짜 최고 중에 최고야.","0"
"아니, 난 그거 절대 찬성 못 해.","1"
"너, 아니, 지금 나한테 덤비는 거야?","1"
"아니, 그건 네가 완전히 잘못 이해한 거야.","1"
"이거, 아니, 내가 시킨 거랑 색깔이 다르잖아.","1"
"아니, 넌 왜 맨날 그따위로 말대꾸야?","1"
"너, 아니, 진짜 나한테 이래도 되는 거야?","1"
"아니, 난 그런 말 들은 적도 없어.","1"
"이건, 아니, 불공평하다고.","1"
"아니, 그래서, 나보고 지금 어떡하라고? (화)","1"
"너, 아니, 왜 내 말은 항상 무시해?","1"
"아니, 난 네가 정말 꼴도 보기 싫어.","1"
"이거, 아니, 네가 만지면 안 된다고 했지.","1"
"아니, 넌 왜 맨날 핑계 댈 생각만 해?","1"
"너, 아니, 지금 나랑 싸우자는 거지?","1"
"아니, 난 그렇게는 절대 못 해.","1"
"이건, 아니, 내가 원했던 게 아니라고.","1"
"아니, 넌 왜 맨날 나한테만 이러는데?","1"
"너, 아니, 진짜 실망이다, 너한테.","1"
"아니, 난 거기 두 번 다시 안 가.","1"
